sample_id	lat	lon	count	total_sample
sample_626	12.13	-103.93	1	Ambiguous
sample_627	37	131	1	Sediment
sample_628	78.29	-162.69	1	Sediment
sample_629	36.08	120.53	1	Sediment
sample_630	-16.2553	119.6364	1	Seawater
sample_631	41.66666666666666666666666667	2.8	1	Seawater
sample_632	54.75	6.8	1	Seawater
sample_633	-20.18	-176.6	1	Ambiguous
sample_634	27.24	121.33	1	Seawater
sample_635	40.86666666666666666666666667	121.8166666666666666666666667	1	Sediment
sample_636	-30.12	-38.59	1	Seawater
sample_637	54.44	8.23	1	Sediment
sample_638	20	118	1	Seawater
sample_639	22.0442	-64.0048	1	Seawater
sample_640	37.4	15.62	1	Seawater
sample_641	-14.16	-77.43	1	Seawater
sample_642	53.475174	8.223553	1	Sediment
sample_643	30.971	125.99	1	Sediment
sample_644	-12	-145.42	1	Seawater
sample_645	11.35183333333333333333333333	142.4324833333333333333333333	1	Sediment
sample_646	-38.75983333333333333333333333	47.42116666666666666666666667	1	Sediment
sample_647	11.37615	142.30175	1	Seawater
sample_648	29.61	-94.775	1	Sediment
sample_649	-15.15	-13.41	1	Sediment
sample_650	25.72	-80.15	1	Sediment
sample_651	23.37	-44.93	1	Ambiguous
sample_652	29.95	122.08	1	Sediment
sample_653	40.45667	-0.52667	1	Seawater
sample_654	54.188	7.898	1	Seawater
sample_655	21.4	-17.6	1	Sediment
sample_656	-69.36	76.37	1	Sediment
sample_657	35.09	129.13	1	Seawater
sample_658	25.07	122.57	1	Seawater
sample_659	36.13	-33.54	1	Ambiguous
sample_660	22.57	114.65	1	Seawater
sample_661	36.34	21.07	1	Seawater
sample_662	10	-154	1	Sediment
sample_663	37.83	-9.46	1	Sediment
sample_664	12.71	-103.91	1	Ambiguous
sample_665	-68.012	70.515	1	Seawater
sample_666	13.1	142.5	1	Sediment
sample_667	37.23944	131.86889	1	Seawater
sample_668	35.02	126.17	1	Seawater
sample_669	-62.22	-58.97	1	Sediment
sample_670	57.39	20.27	1	Seawater
sample_671	32.1	139.87	1	Ambiguous
sample_672	27.01	-110.41	1	Ambiguous
sample_673	26	-45	1	Ambiguous
sample_674	12.8	-103.94	1	Ambiguous
sample_675	-11.25	66.25	1	Ambiguous
sample_676	27.79	126.9	1	Ambiguous
sample_677	45.92	-129.98	1	Ambiguous
sample_678	18.38	-81.8	17	Ambiguous
sample_679	27	-111	1	Ambiguous
sample_680	37.26	126.5	1	Seawater
sample_681	12.8	-103.93	1	Ambiguous
sample_682	-3.73	151.67	1	Ambiguous
sample_683	-37.78	-49.65	1	Ambiguous
sample_684	24.43	36.16	1	Seawater
sample_685	33.12	136.48	2	Sediment
sample_686	9.84	-104.29	1	Ambiguous
sample_687	47.95	-129.1	1	Ambiguous
sample_688	26.14	-44.83	23	Mixed
sample_689	28.57	140.63	1	Ambiguous
sample_690	-22.17	-176.6	1	Ambiguous
sample_691	18.55	-81.72	4	Ambiguous
sample_692	23.366667	-44.933333	1	Ambiguous
sample_693	15.86	81.83	1	Sediment
sample_694	-3.23	151.7	1	Ambiguous
sample_695	48.36	-123.3	1163	Seawater
sample_696	22.18	39.61	1	Seawater
sample_697	31.07	-64.17	521	Seawater
sample_698	27.39	-111.25	23	Sediment
sample_699	11.19	141.81	8	Sediment
sample_700	54.05	7.58	38	Sediment
sample_701	-34.86	179.06	249	Ambiguous
sample_702	24	-22	36	Seawater
sample_703	29.52	-113.57	99	Ambiguous
sample_704	54.4	8.2	63	Seawater
sample_705	73.76	8.46	44	Mixed
sample_706	64.26	-52.47	9	Sediment
sample_707	43.16	28.01	124	Seawater
sample_708	27.02	-111.38	18	Ambiguous
sample_709	27.06112	56.24636	2	Seawater
sample_710	17.4	-24.5	17	Seawater
sample_711	31.4	-64.1	47	Seawater
sample_712	-3.04	-166.01	25	Seawater
sample_713	48.6	-123.5	168	Seawater
sample_714	-26.25	-103.96	31	Seawater
sample_715	48.33	-123.32	59	Seawater
sample_716	-15.16	-13.35	88	Ambiguous
sample_717	18	126	11	Seawater
sample_718	22.6	69.5	9	Sediment
sample_719	42.9	30.68	57	Seawater
sample_720	21.5	72.5	63	Sediment
sample_721	23.75	-158	105	Seawater
sample_722	-34.98	16.02	37	Seawater
sample_723	25.77	36.12	11	Seawater
sample_724	-29.5	37.96	1	Seawater
sample_725	29.04	-69.44	9	Seawater
sample_726	-41.77	176.08	17	Ambiguous
sample_727	-23.46	-88.77	29	Seawater
sample_728	-34.86	179.05	78	Ambiguous
sample_729	36.2	-53.31	47	Seawater
sample_730	5.08	-161.97	18	Seawater
sample_731	24.71	-67.07	22	Seawater
sample_732	10.91	-44.67	4	Seawater
sample_733	20.79	-40.96	5	Seawater
sample_734	9.55	-50.47	15	Seawater
sample_735	42.54	30.41	20	Seawater
sample_736	-34.88	179.07	49	Ambiguous
sample_737	38.32	-68.87	41	Seawater
sample_738	23.6	37.05	11	Seawater
sample_739	59.09	-62.24	30	Sediment
sample_740	76.18	-73.13	10	Sediment
sample_741	27.43	-86.01	15	Sediment
sample_742	35.5	124	16	Seawater
sample_743	-25.78	113.3	56	Seawater
sample_744	-8.91	-140.28	5	Seawater
sample_745	27.89	34.51	2	Seawater
sample_746	27.29	-83.16	13	Seawater
sample_747	75.24	-150.07	2	Seawater
sample_748	47.75	-127.76	16	Sediment
sample_749	36.98	7.99	3	Seawater
sample_750	17.66	40.91	3	Seawater
sample_751	27.05	-111.38	20	Sediment
sample_752	-32.5	-154	6	Seawater
sample_753	19.61	38.73	10	Seawater
sample_754	-32.85	-177.65	6	Sediment
sample_755	25.03	122.34	2	Ambiguous
sample_756	43.84	-69.64	4	Seawater
sample_757	-22.21	-176.61	2	Ambiguous
sample_758	28.44	-88.22	3	Seawater
sample_759	29.13	50.18	7	Seawater
sample_760	20.53	38.78	4	Seawater
sample_761	33.56	-118.43	6	Sediment
sample_762	27.9	34.51	13	Seawater
sample_763	35.5	121.67	17	Seawater
sample_764	22.4	122.85	13	Seawater
sample_765	39.31	119.71	5	Sediment
sample_766	79.71	11.09	5	Sediment
sample_767	19.91	115.24	3	Seawater
sample_768	-20.08	-70.8	5	Seawater
sample_769	38.32	119	3	Sediment
sample_770	-45.99	30.95	1	Seawater
sample_771	22.33	-35.87	3	Seawater
sample_772	27.01	-111.41	36	Ambiguous
sample_773	18	39.8	1	Seawater
sample_774	-32.5	-170	11	Seawater
sample_775	-34.34	-178.18	5	Sediment
sample_776	28.14	-158	8	Seawater
sample_777	33.79	-118.67	5	Ambiguous
sample_778	11.32	142.19	1	Seawater
sample_779	44.59	-125.12	2	Sediment
sample_780	32.45	34.38	3	Seawater
sample_781	36.5	-71.23	7	Seawater
sample_782	-22.2995	166.8618	1	Ambiguous
sample_783	-30	174	4	Seawater
sample_784	27.1	-111.12	7	Ambiguous
sample_785	32.7	-158	3	Seawater
sample_786	-8.89	-142.55	10	Seawater
sample_787	18.9	-104.5	11	Seawater
sample_788	18.44	39.86	6	Seawater
sample_789	10.99	141.94	1	Seawater
sample_790	21.07	38.48	3	Seawater
sample_791	18.37	-81.8	1	Ambiguous
sample_792	78.55	12.15	1	Sediment
sample_793	35.65	-7.33	20	Ambiguous
sample_794	12.93	143.62	9	Ambiguous
sample_795	8.91	142.56	2	Seawater
sample_796	-20.8	-70.8	3	Seawater
sample_797	34.15	-56.97	1	Seawater
sample_798	-9.01	-139.14	14	Seawater
sample_799	18.58	40.74	6	Seawater
sample_800	11.34	142.33	327	Seawater
sample_801	23.42	37.25	7	Seawater
sample_802	-25.81	-111.69	1	Seawater
sample_803	-30	156	7	Seawater
sample_804	27.04	-111.25	1	Sediment
sample_805	22.17	118.4	10	Sediment
sample_806	-3.04	-166.1	1	Seawater
sample_807	26.28	-86.81	13	Sediment
sample_808	12.63	144.72	2	Sediment
sample_809	22.05	37.93	6	Seawater
sample_810	28.42	-88.26	1	Seawater
sample_811	27.44	-91.18	3	Mixed
sample_812	-27.75	63.8	1	Seawater
sample_813	26.59	-87.51	4	Sediment
sample_814	43.07	-70.86	1	Sediment
sample_815	39.4	19.4	1	Seawater
sample_816	72	0.1	3	Sediment
sample_817	20	123	4	Seawater
sample_818	12.48	144.86	2	Sediment
sample_819	38.05	-121.93	1	Sediment
sample_820	9.3	-154.15	1	Sediment
sample_821	11.36	142.35	2	Seawater
sample_822	31.59	123	1	Seawater
sample_823	41.1	142.12	1	Sediment
sample_824	40.81	14.17	2	Sediment
sample_825	36.03	120.19	1	Seawater
sample_826	-23.22	-129.5	1	Seawater
sample_827	10.91066667	-44.66783333	1	Seawater
sample_828	38.67	118.97	2	Sediment
sample_829	-61.97	-49.5	3	Seawater
sample_830	42.71	10.12	1	Sediment
sample_831	18.73	66.39	1	Seawater
sample_832	56.1	10.46	6	Sediment
sample_833	11.91	144.93	1	Sediment
sample_834	8.68	-84.03	5	Sediment
sample_835	-21.03	-35.35	1	Seawater
sample_836	50.25	-4.22	1	Seawater
sample_837	26.01	-92.37	1	Seawater
sample_838	38.33	120.18	1	Sediment
sample_839	-73.34	-112.4	4	Seawater
sample_840	21.44	-157.78	1	Seawater
sample_841	-30.33	103.31	6	Seawater
sample_842	-23.22	-129.6	3	Seawater
sample_843	17.99	39.8	2	Seawater
sample_844	36.57	-158	1	Seawater
sample_845	28.7	126.85	1	Seawater
sample_846	-30.15	-43.29	1	Seawater
sample_847	37.33	126.59	1	Ambiguous
sample_848	20.86	63.59	2	Seawater
sample_849	27.31767	52.32542	2	Seawater
sample_850	40.73	14.27	1	Seawater
sample_851	11.23	141.69	1	Sediment
sample_852	11.56	141.98	1	Seawater
sample_853	-20.93	-35.18	1	Seawater
sample_854	34.67	-71.29	1	Seawater
sample_855	21.35	38.08	1	Ambiguous
sample_856	37.05	-73.51	1	Seawater
sample_857	33.27	137.17	1	Sediment
sample_858	-9.07	-140.6	3	Seawater
sample_859	11.33	141.19	2	Seawater
sample_860	14.2	-116.64	1	Seawater
sample_861	38.03	-122.15	1	Sediment
sample_862	27.52	-111.43	11	Ambiguous
sample_863	33.72	24.69	1	Sediment
sample_864	-13	-95.98	1	Seawater
sample_865	18.54	-81.72	2	Ambiguous
sample_866	20.84	63.59	2	Seawater
sample_867	67.1	-18.71	2	Sediment
sample_868	33.52	26.22	1	Seawater
sample_869	79.62	-16.53	1	Seawater
sample_870	72.01	14.73	7	Sediment
sample_871	11	141.94	1	Seawater
sample_872	9.9	138.51	9	Seawater
sample_873	-38.97	179.13	3	Sediment
sample_874	11.38	142.41	3	Seawater
sample_875	10.87	141.92	1	Seawater
sample_876	-38.72	178.61	7	Sediment
sample_877	11.28	93.1	2	Sediment
sample_878	72	14.73	2	Sediment
sample_879	21.21	38.05	3	Seawater
sample_880	9.77	-104.28	9	Ambiguous
sample_881	-12.49	-4.99	1	Seawater
sample_882	30.12	-42.12	2	Ambiguous
sample_883	33.9	-56.78	1	Seawater
sample_884	22.81	-46.09	1	Sediment
sample_885	34.39	-119.85	7	Seawater
sample_886	21.9	-93.44	2	Ambiguous
sample_887	25.15	124.22	8	Ambiguous
sample_888	-8.78	-17.91	1	Seawater
sample_889	9.85	-104.29	5	Ambiguous
sample_890	29.08	142.85	2	Seawater
sample_891	44.57	-125.15	3	Ambiguous
sample_892	-16.96	-100.68	1	Seawater
sample_893	31.69	-64.25	1	Seawater
sample_894	27.31	-111.26	5	Ambiguous
sample_895	11.13	142.16	2	Seawater
sample_896	-8.73	-17.96	1	Seawater
sample_897	11.4	141.5	1	Seawater
sample_898	22.8	-46.05	6	Mixed
sample_899	54.17	7.9	3	Seawater
sample_900	54.09	7.97	1	Sediment
sample_901	8.59	-84.08	1	Sediment
sample_902	53.11	8.85	5	Ambiguous
sample_903	35.76	14.26	3	Seawater
sample_904	-30.14	-43.29	2	Seawater
sample_905	22.06	119.8	1	Ambiguous
sample_906	11.56	141.99	1	Seawater
sample_907	-2.7	-28.5	1	Seawater
sample_908	-9.99	-139.2	1	Seawater
sample_909	-9.01	-139.18	1	Seawater
sample_910	22.02	-93.25	1	Sediment
sample_911	35.37	-127.74	1	Seawater
sample_912	27.06	56.25	1	Seawater
sample_913	-29.72	-101.16	1	Seawater
sample_914	-16.95	53.96	1	Seawater
sample_915	18.23	-81.48	1	Ambiguous
sample_916	9.69	-55.3	1	Seawater
sample_917	-30.15	-43.27	1	Seawater
sample_918	23.12	37.25	1	Ambiguous
sample_919	-20.68	-176.18	1	Ambiguous
sample_920	-12.97	-96.01	1	Seawater
sample_921	66.78	-18.48	1	Ambiguous
sample_922	38.18	132.8	1	Seawater
sample_923	38.67	128.58	1	Sediment
sample_924	-8.91	-142.56	1	Seawater
sample_925	-9	-139.2	1	Seawater
sample_926	20.85	63.59	2	Seawater
sample_927	-20.41	-3.16	1	Seawater
sample_928	-8.9	-142.55	1	Seawater
sample_929	-80.66	-174.46	1	Seawater
sample_930	10.65	141.5	1	Seawater
sample_931	2.23	3.36	1	Ambiguous
sample_932	27.0078	-111.4071	29	Ambiguous
sample_933	-31.0263	4.6977	9	Seawater
sample_934	-20.111307	-176.989014	2	Ambiguous
sample_935	17.951083	-67.193167	13	Mixed
sample_936	27.0114	-110.5956	53	Ambiguous
sample_937	40.24	2.3	7	Seawater
sample_938	-37.9728	-44.9905	20	Seawater
sample_939	22.78	-46.09	7	Seawater
sample_940	14.2016	-116.696	21	Seawater
sample_941	28.867	-90.467	12	Seawater
sample_942	79.2466	-150.0613	33	Seawater
sample_943	10	-145	18	Seawater
sample_944	49.9996	-144.9998	6	Seawater
sample_945	3.5037	-38.9985	4	Seawater
sample_946	8	-156	15	Seawater
sample_947	45.9332	-129.982268	5	Ambiguous
sample_948	37.2917	-32.2779	12	Ambiguous
sample_949	34.39225	-119.845662	58	Ambiguous
sample_950	2.0596	-84.553	5	Seawater
sample_951	18.735	66.3895	20	Seawater
sample_952	35.5571	-6.5586	5	Seawater
sample_953	-20.180059	-176.601242	2	Ambiguous
sample_954	9.28	-79.97	33	Seawater
sample_955	58.622	18.254	9	Sediment
sample_956	18.9918	64.5757	17	Seawater
sample_957	-61.9898	-49.3613	8	Seawater
sample_958	-9.1552	-140.5284	8	Seawater
sample_959	56.62	11.67	12	Sediment
sample_960	38.48	10.16	11	Seawater
sample_961	45.933177	-130.013868	3	Ambiguous
sample_962	27.0074	-110.591	16	Ambiguous
sample_963	43.7738	-16.9097	1	Seawater
sample_964	21.06	-150.35	7	Seawater
sample_965	48.5847	-123.5008	143	Seawater
sample_966	-1.8505	-84.6318	1	Seawater
sample_967	49.9998	-145	11	Seawater
sample_968	39.48	6.37	6	Seawater
sample_969	35.4068	-127.7432	5	Seawater
sample_970	-23.1719	-129.6713	9	Seawater
sample_971	44.288	34.983	12	Sediment
sample_972	48.35	-123.3	11	Seawater
sample_973	5.9997	73.914	3	Seawater
sample_974	78.8697	8.1122	10	Seawater
sample_975	-9.067	-140.6346	13	Seawater
sample_976	-22.1802	-176.6008	10	Ambiguous
sample_977	-12.9057	-96.155	14	Seawater
sample_978	8.7051	-86.4906	5	Seawater
sample_979	36.5275	25.4871	16	Ambiguous
sample_980	48.97	-130.666667	1	Seawater
sample_981	9.8441	-104.2967	1	Ambiguous
sample_982	-44.283	-75.865	3	Sediment
sample_983	-16.21	-76.63	10	Seawater
sample_984	75.235	-150.0691	9	Seawater
sample_985	50.0528611	-123.8211389	7	Seawater
sample_986	49.9984	-144.9944	9	Seawater
sample_987	-25.8126	-111.7386	2	Seawater
sample_988	36.5264	25.4868	18	Ambiguous
sample_989	-33.832	-73.0366	7	Seawater
sample_990	38.55	13.18	5	Seawater
sample_991	73.2247	-150.2247	15	Seawater
sample_992	-39.23	135.19	2	Seawater
sample_993	17.4274	-59.8286	5	Seawater
sample_994	27.0114	-110.5931	26	Ambiguous
sample_995	35.7593	14.3453	5	Seawater
sample_996	27.0154	-111.3798	22	Ambiguous
sample_997	9.5025	-92.3286	7	Seawater
sample_998	39.48	7.24	9	Seawater
sample_999	11.9811	-108.0335	4	Seawater
sample_1000	-23.1569	-129.5943	5	Seawater
sample_1001	-13.003	-80.809	16	Seawater
sample_1002	-12.9488	-96.0293	2	Seawater
sample_1003	50	-145	15	Seawater
sample_1004	-62.2658	-49.1658	4	Seawater
sample_1005	-20.9724	-35.2742	4	Seawater
sample_1006	37.2904	-32.2765	11	Ambiguous
sample_1007	-14.51	-76.2	15	Seawater
sample_1008	50.0005	-144.9964	5	Seawater
sample_1009	29.1475	-23.6838	6	Seawater
sample_1010	47.76	-127.76	40	Ambiguous
sample_1011	18.92	-108.7999	12	Seawater
sample_1012	20.3333	-107	6	Seawater
sample_1013	9.775	-104.2801	15	Ambiguous
sample_1014	-8.7887	-17.9142	7	Seawater
sample_1015	-22.97	-36.95	5	Seawater
sample_1016	10.09	-99.25	3	Seawater
sample_1017	32.08	-17.26	6	Seawater
sample_1018	20.8188	63.6158	21	Seawater
sample_1019	9.7046	-55.3027	2	Seawater
sample_1020	0.0328	-153.705	11	Seawater
sample_1021	-20.3356	-3.2659	13	Seawater
sample_1022	78.8669	-3.2286	4	Seawater
sample_1023	-17.2387	53.9775	1	Seawater
sample_1024	36.2297	-33.9011	16	Ambiguous
sample_1025	-25.8339	-111.8078	2	Seawater
sample_1026	-11.499	-81.405	4	Seawater
sample_1027	-5.2771	-85.2995	11	Seawater
sample_1028	18.49	39.8483	7	Seawater
sample_1029	27.0151	-111.3798	15	Ambiguous
sample_1030	-35.2087	26.2932	1	Seawater
sample_1031	10.847	-65.114	19	Seawater
sample_1032	39.48	7.31	6	Seawater
sample_1033	-15.331	43.2908	2	Seawater
sample_1034	-15.3216	43.2843	8	Seawater
sample_1035	6.3929	-103.0691	13	Seawater
sample_1036	45.93316	-129.9822	5	Ambiguous
sample_1037	39.3599	19.4084	11	Seawater
sample_1038	43.49	7.9	8	Seawater
sample_1039	-1.8191	-84.6284	5	Seawater
sample_1040	43.29	8.1	6	Seawater
sample_1041	6.4994	-48	3	Seawater
sample_1042	-8.9632	-139.2276	7	Seawater
sample_1043	25.5416	-88.4044	7	Seawater
sample_1044	10.0693	-99.2557	8	Seawater
sample_1045	39.48	4.36	5	Seawater
sample_1046	37.569017	-122.102433	4	Mixed
sample_1047	-20.761	-176.1909	11	Ambiguous
sample_1048	-31.16	110.18	2	Seawater
sample_1049	27.0183	-111.3802	12	Ambiguous
sample_1050	-17.283	2.9768	5	Seawater
sample_1051	18.2	-104.2	8	Seawater
sample_1052	18.3272	-52.639	4	Seawater
sample_1053	15.91	-124.49	3	Seawater
sample_1054	56.103	10.458	8	Sediment
sample_1055	36.5	25.45	4	Ambiguous
sample_1056	-21.9879	-176.5676	7	Ambiguous
sample_1057	54.1841	7.9	28	Seawater
sample_1058	73.763167	8.464	14	Ambiguous
sample_1059	34.876	-13.1352	4	Seawater
sample_1060	15.9164	-124.5211	6	Seawater
sample_1061	-5.74	-170.77	3	Seawater
sample_1062	19.0108	64.532	5	Seawater
sample_1063	-30.506732	115.081428	1	Ambiguous
sample_1064	-8.895	-142.6228	4	Seawater
sample_1065	49.5673	-138.6705	3	Seawater
sample_1066	75.2588	-156.0227	16	Seawater
sample_1067	12.6311	144.7214	5	Sediment
sample_1068	-25.49	-179.52	2	Seawater
sample_1069	50.0008	-144.9989	3	Seawater
sample_1070	27.015833	-111.425	14	Ambiguous
sample_1071	-3.565	149.989	1	Ambiguous
sample_1072	50.0454	-144.8791	2	Seawater
sample_1073	43.6906	-16.8555	1	Seawater
sample_1074	-47.1906	-58.2682	5	Seawater
sample_1075	18.064	-133.3152	5	Seawater
sample_1076	-29.6749	-101.2137	6	Seawater
sample_1077	-35.2792	26.382	7	Seawater
sample_1078	34.39192	-119.84578	9	Ambiguous
sample_1079	43.7649	-16.8935	6	Seawater
sample_1080	12	-108.06	3	Seawater
sample_1081	50.0008	-145.0003	6	Seawater
sample_1082	39.48	5.24	6	Seawater
sample_1083	77.0991	-150.2252	32	Seawater
sample_1084	-0.4612	-23.033259	2	Seawater
sample_1085	21.0597	-150.4292	5	Seawater
sample_1086	27.37	-90.57	12	Ambiguous
sample_1087	27.0105	-111.40683	3	Ambiguous
sample_1088	39.55	-72.4	6	Ambiguous
sample_1089	-24.9939	-35.9974	1	Seawater
sample_1090	9.844	-104.296	12	Seawater
sample_1091	36.5263	25.4867	29	Ambiguous
sample_1092	50.0005	-144.9958	2	Seawater
sample_1093	-27.74	14.251	1	Sediment
sample_1094	-60.3606	-60.5096	8	Seawater
sample_1095	14.5	70	2	Seawater
sample_1096	12.4764	144.8648	2	Sediment
sample_1097	9.8384	-104.2913	6	Ambiguous
sample_1098	2.405	-13.602	7	Seawater
sample_1099	1.759	96.774	2	Sediment
sample_1100	-20.682131	-176.183363	2	Ambiguous
sample_1101	-23.24	-129.4851	2	Seawater
sample_1102	32.1	17.7	4	Seawater
sample_1103	27.0067	-111.4094	5	Ambiguous
sample_1104	-31.0136	4.6932	5	Seawater
sample_1105	20	-52.63	11	Seawater
sample_1106	37.475383	-121.9729	6	Sediment
sample_1107	14.52	-26	4	Seawater
sample_1108	36.5275	25.4914	8	Ambiguous
sample_1109	-8.9103	-142.5767	17	Seawater
sample_1110	-33.8785	-73.0369	6	Seawater
sample_1111	-30.3455	-43.2924	5	Seawater
sample_1112	9.2013	-163.4956	4	Seawater
sample_1113	14.6059	69.9776	2	Seawater
sample_1114	-37.9951	-44.9972	3	Seawater
sample_1115	-8.9721	-139.2742	4	Seawater
sample_1116	9.22	-163.53	5	Seawater
sample_1117	49.2166667	-123.5333333	2	Seawater
sample_1118	-11.499	-81.401	2	Seawater
sample_1119	29.97	-23.69	7	Seawater
sample_1120	37.568817	-122.10315	1	Seawater
sample_1121	-22.3407	40.3444	1	Seawater
sample_1122	18.35	-81.85	5	Ambiguous
sample_1123	-12.9226	-96.0932	5	Seawater
sample_1124	15.249	-20.515	6	Seawater
sample_1125	38.09	11.46	10	Seawater
sample_1126	6.0124	73.8985	5	Seawater
sample_1127	-29.81	82.62	4	Seawater
sample_1128	31.4813	-159.088	2	Seawater
sample_1129	39.3757	19.4167	6	Seawater
sample_1130	27.0118	-110.5962	5	Ambiguous
sample_1131	0.8736	-97.0511	4	Seawater
sample_1132	-62.1363	-49.3331	2	Seawater
sample_1133	71.2008	8.8666	2	Seawater
sample_1134	37.474067	-121.973033	7	Sediment
sample_1135	43.02	8.37	1	Seawater
sample_1136	14.5375	70.0244	4	Seawater
sample_1137	-21.0675	-35.3923	6	Seawater
sample_1138	35.7392	14.3321	3	Seawater
sample_1139	2.0416	-97.0511	4	Seawater
sample_1140	0.0033	71.6428	4	Seawater
sample_1141	-8.8951	-140.3174	7	Seawater
sample_1142	0.0095	-153.7143	3	Seawater
sample_1143	-47.1208	-57.8265	8	Seawater
sample_1144	35.3379	-127.7376	2	Seawater
sample_1145	14.1468	-116.6821	13	Seawater
sample_1146	18.92	-104.89	4	Seawater
sample_1147	49.9853	-145.0838	2	Seawater
sample_1148	-30.1495	-43.2486	4	Seawater
sample_1149	2.0663	-84.5304	8	Seawater
sample_1150	25.6405	-88.4085	3	Seawater
sample_1151	-32.7806	-87.0917	4	Seawater
sample_1152	-0.015038	-22.962334	3	Seawater
sample_1153	-29.5082	37.9202	8	Seawater
sample_1154	-15.83	-33.41	10	Seawater
sample_1155	69.2303	7.7302	3	Seawater
sample_1156	22.1283	38.1967	3	Seawater
sample_1157	-29.5123	37.8586	1	Seawater
sample_1158	8.2514	-49.9993	4	Seawater
sample_1159	49.566667	-138.666667	2	Seawater
sample_1160	38.38	4.65	5	Seawater
sample_1161	-13.0023	-95.9759	1	Seawater
sample_1162	-28.41	179.14	2	Seawater
sample_1163	17.43	-59.83	4	Seawater
sample_1164	-33.55	39.89	5	Seawater
sample_1165	-8.896	-140.2861	8	Seawater
sample_1166	-16.21	-76.61	2	Seawater
sample_1167	36.2294	-33.9028	5	Ambiguous
sample_1168	-12.999	-80.801	5	Seawater
sample_1169	-28.4105	179.1447	3	Seawater
sample_1170	2.1008	-84.5107	3	Seawater
sample_1171	37.5693	-122.102517	1	Seawater
sample_1172	79.0225	-9.5247	4	Seawater
sample_1173	35.7956	-37.0998	4	Seawater
sample_1174	21.51	-23.45	3	Seawater
sample_1175	49.5666	-138.6666	3	Seawater
sample_1176	48.6569	-123.4875	3	Seawater
sample_1177	1.4995	-36.9978	1	Seawater
sample_1178	50.0003	-144.9998	4	Seawater
sample_1179	9.846	80.0607	2	Seawater
sample_1180	-14.205	-77.515	4	Seawater
sample_1181	-1.972	-84.601	3	Seawater
sample_1182	14.5287	-118.7737	3	Seawater
sample_1183	45.933231	-130.013645	2	Ambiguous
sample_1184	18.5679	66.4581	5	Seawater
sample_1185	48.65	-126.666667	1	Seawater
sample_1186	39.47	11.53	5	Seawater
sample_1187	-16.9727	-100.6633	2	Seawater
sample_1188	37.569167	-122.1019	5	Seawater
sample_1189	14.53	-118.77	4	Seawater
sample_1190	-31.056	4.6606	4	Seawater
sample_1191	-21.1556	-104.8217	2	Seawater
sample_1192	-32.8507	-177.6629	45	Sediment
sample_1193	33.9044	-56.7834	6	Seawater
sample_1194	49.283333	-134.666667	2	Seawater
sample_1195	26.049	-17.4585	1	Seawater
sample_1196	23.4217	37.2517	3	Seawater
sample_1197	39.29	-72.2	4	Ambiguous
sample_1198	48.969	-130.6661	3	Seawater
sample_1199	6.3354	-103.0345	1	Seawater
sample_1200	-17.5656	42.1988	5	Seawater
sample_1201	-76.4986	-179.9884	1	Seawater
sample_1202	-27.98	63.25	5	Seawater
sample_1203	35.4118	-127.7122	2	Seawater
sample_1204	-34.3456	-178.1771	31	Sediment
sample_1205	-13.71	-81.389	2	Seawater
sample_1206	7.33	-26	1	Seawater
sample_1207	39.0869	-70.0111	6	Seawater
sample_1208	-20.3976	-3.2009	3	Seawater
sample_1209	-28.62	-11.8	1	Seawater
sample_1210	45.92274	-129.988104	2	Ambiguous
sample_1211	34.0491	-49.8315	1	Seawater
sample_1212	37.133	-17.5322	2	Seawater
sample_1213	-5.7497	-170.7411	2	Seawater
sample_1214	-21.99002	-176.568744	1	Ambiguous
sample_1215	34.21	-119.5	1	Sediment
sample_1216	-31.81	6.84	2	Seawater
sample_1217	6.3315	-102.9484	1	Seawater
sample_1218	24.74	-88.37	1	Seawater
sample_1219	-32.81	12.77	5	Seawater
sample_1220	34.8341	-71.204	3	Seawater
sample_1221	-21.0073	-35.3344	1	Seawater
sample_1222	31.5319	-159.0668	3	Seawater
sample_1223	-14.509	-76.201	1	Seawater
sample_1224	19.0342	64.5162	2	Seawater
sample_1225	-16.9675	53.9199	2	Seawater
sample_1226	-21.9896	-176.568	4	Ambiguous
sample_1227	-5.2476	-85.3343	1	Seawater
sample_1228	36.2108	-28.7989	1	Seawater
sample_1229	-17.0283	42.7449	1	Seawater
sample_1230	35.7528	14.2765	1	Seawater
sample_1231	-9.12	-30.19	1	Seawater
sample_1232	18.04	-133.26	3	Seawater
sample_1233	-20.054108	-176.133522	3	Ambiguous
sample_1234	-16.9554	-100.6925	1	Seawater
sample_1235	49.9991	-144.9989	1	Seawater
sample_1236	50.0003	-144.9996	2	Seawater
sample_1237	-26.91	-21.43	3	Seawater
sample_1238	31.493	-159.0606	1	Seawater
sample_1239	20.8151	63.5046	1	Seawater
sample_1240	-30.1885	-43.2831	1	Seawater
sample_1241	-9.4986	-25.9999	1	Seawater
sample_1242	25.7109	-88.4916	2	Seawater
sample_1243	-15.59	-75.37	1	Seawater
sample_1244	-35.2528	26.317	1	Seawater
sample_1245	37.569083	-122.103267	1	Sediment
sample_1246	9.8472	-104.2975	1	Ambiguous
sample_1247	0.0014	-33.4979	1	Seawater
sample_1248	14.2017	-116.6336	1	Seawater
sample_1249	7.416	79.3102	3	Seawater
sample_1250	-8.7788	-17.9098	1	Seawater
sample_1251	34.155	-49.6942	1	Seawater
