Sample_type	Host_group	sample	host_GC	host_protein_density	host_NARSC	host_CARSC	host_nucl	host_growth
Bathypelagic-Seawater	With_prophage	Seawater	0.4723393856805249	0.9844245321910375	0.341	2.946	2532444.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4716170562139363	0.9655277093803757	0.3498	2.9655	2608936.0	4.51413493632212
Bathypelagic-Seawater	With_prophage	Seawater	0.44335721107543175	0.8673550257913407	0.3096	3.0131	4971436.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6416749875012429	0.9479641873972573	0.3738	2.8632	4284972.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.37607784521481985	0.8719529769702443	0.3313	3.0127	3844244.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5008960935487226	0.9677102512025514	0.3381	2.9139	3033966.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.36741955983948915	0.8899197337086335	0.3328	3.0189	4207121.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.35498901389232174	0.9034735372941662	0.321	3.0951	3815275.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5739293351847986	0.9400981154138178	0.36	2.9102	4009156.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.400315240270947	0.816241812455862	0.3393	3.0979	6716147.0	3.9732275977187
Bathypelagic-Seawater	With_prophage	Seawater	0.5541586582412829	0.9624878283605782	0.3374	2.848	3379783.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.46207690120011674	0.9837058999564001	0.34	2.9461	2676613.0	4.25560229297995
Bathypelagic-Seawater	With_prophage	Seawater	0.34663539097321994	0.798496587639758	0.3226	3.0939	5360073.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.40713992296916307	0.8890445548654072	0.3267	2.9733	4842277.0	1.96429808677897
Bathypelagic-Seawater	With_prophage	Seawater	0.5910048035345324	0.9246009966820237	0.3651	2.8982	3645897.0	4.49270551291582
Bathypelagic-Seawater	With_prophage	Seawater	0.5446829331051327	0.9052649225437086	0.342	2.8494	2564995.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.694397798240596	0.9623915991407233	0.3646	2.7879	4552201.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6114369746564712	0.9525737774554476	0.3397	2.8297	4785981.0	3.43055649869866
Bathypelagic-Seawater	With_prophage	Seawater	0.4468162690817908	0.9275334798216821	0.3308	2.9489	4423560.0	1.8201920041243
Bathypelagic-Seawater	With_prophage	Seawater	0.6641962635552675	0.8244686669732734	0.3923	2.8215	8547323.0	4.57912854102037
Bathypelagic-Seawater	With_prophage	Seawater	0.5086496816625308	0.9544267960051579	0.352	2.9574	3330795.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.47545783483064974	1.0017949494040121	0.3433	2.903	3743281.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4377729839622402	0.8400110344644764	0.2968	2.9773	3621381.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4017937651886587	0.999190935489245	0.3382	2.9718	2677166.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.42190558709291903	0.9980278348828349	0.3351	2.9612	1674302.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.37649697642106494	0.8574576926725679	0.3273	2.9832	4659122.0	2.6311943993875
Bathypelagic-Seawater	With_prophage	Seawater	0.28641271697812276	0.8951961351342157	0.339	3.133	940576.0	2.75818614141302
Bathypelagic-Seawater	With_prophage	Seawater	0.574986156518573	0.9964011333624555	0.344	2.8537	3992368.0	1.91353987063119
Bathypelagic-Seawater	With_prophage	Seawater	0.4246293163466375	0.9373306532571506	0.3262	2.9516	3065087.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5704524311195369	0.9571744852673554	0.366	2.884	1989188.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4368768803476699	0.9104820678350006	0.3396	2.9953	3670583.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4501609171833698	0.9030862728212041	0.3323	2.9564	4486836.0	2.07429909673734
Bathypelagic-Seawater	With_prophage	Seawater	0.45728319690106195	0.8796935768848669	0.3372	2.9685	9097486.0	2.71070562764821
Bathypelagic-Seawater	With_prophage	Seawater	0.37164293559059963	0.847623271863418	0.3349	3.0133	6384912.0	2.72521231041152
Bathypelagic-Seawater	With_prophage	Seawater	0.4133160832498169	0.7426599134424815	0.3276	2.9762	5340264.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4949019873042618	1.0042033957962784	0.3414	2.873	2454682.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.31145886757616165	0.9030840769993503	0.2988	3.1503	2339760.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.3699916923157657	0.846526721019057	0.3269	3.0142	5755282.0	1.86708611708474
Bathypelagic-Seawater	With_prophage	Seawater	0.3228460797816276	0.8600200625303377	0.3125	3.0764	3619683.0	3.10957051005084
Bathypelagic-Seawater	With_prophage	Seawater	0.402751609061996	1.0117776952947626	0.3393	2.9653	2122996.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6609331093991059	0.7735004047221936	0.3849	2.9089	2837749.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6136807917680512	0.9935285083636544	0.3476	2.8294	3319482.0	4.05555090604423
Bathypelagic-Seawater	With_prophage	Seawater	0.3613358539313266	0.8721924002752552	0.3427	3.0061	3390307.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.387265034105296	0.8558687575084931	0.308	3.0291	5027640.0	4.33503087019674
Bathypelagic-Seawater	With_prophage	Seawater	0.5751939754610887	0.9574332634832506	0.3415	2.8507	3188734.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.507991413635025	1.124606643009452	0.3787	2.9342	1762394.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.42267578782101606	0.9282833126649535	0.3374	2.9687	3344884.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4331324363546008	0.8951998081542112	0.3269	2.9577	4966489.0	4.01353558945385
Bathypelagic-Seawater	With_prophage	Seawater	0.39888486008003354	0.9756755579238763	0.3308	2.96	2387064.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.31455904336100576	0.834045574344341	0.3172	3.1443	4698784.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.33249450586989443	1.2696279933045627	0.3236	3.0428	1405136.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6086437565170827	1.1321551946836295	0.3116	2.7946	3824564.0	4.01478567478956
Bathypelagic-Seawater	With_prophage	Seawater	0.6254904632361159	1.0246847997093325	0.3193	2.7904	3919254.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.34317198449580216	1.2766866053184895	0.3173	3.0217	1348804.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.36120336465584063	1.2317725535416324	0.3131	2.9871	1309495.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.3491336351683152	1.3370983375050038	0.3442	3.073	1571313.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.45083502034598355	0.8588489753689363	0.3333	2.9533	4910060.0	1.49565402082142
Bathypelagic-Seawater	With_prophage	Seawater	0.4741337135098924	1.0075334704139338	0.3508	2.9615	2236154.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5906976224555083	0.9571452450184403	0.3434	2.8294	4654466.0	1.38032274909558
Bathypelagic-Seawater	With_prophage	Seawater	0.5931625483212831	0.9377246467244946	0.3655	2.901	3161909.0	3.14263629772132
Bathypelagic-Seawater	With_prophage	Seawater	0.6482552505572686	0.9826322816114649	0.3489	2.8138	5371287.0	4.6481486572267
Bathypelagic-Seawater	With_prophage	Seawater	0.6076585842088136	0.999613171806979	0.3335	2.8126	3257260.0	2.61945526905265
Bathypelagic-Seawater	With_prophage	Seawater	0.6534113808597961	0.9598272070770139	0.3789	2.8779	3329766.0	4.6522023797897
Bathypelagic-Seawater	With_prophage	Seawater	0.5620220662788074	1.031054445958181	0.3394	2.8518	3501270.0	3.65989240145519
Bathypelagic-Seawater	With_prophage	Seawater	0.6054986385381349	0.9618463679473315	0.3344	2.8141	3394513.0	2.47932840913403
Bathypelagic-Seawater	With_prophage	Seawater	0.4495722018716689	0.898334402779051	0.3269	2.9383	4199995.0	1.91714374396643
Bathypelagic-Seawater	With_prophage	Seawater	0.4146579894998447	1.0453665853316794	0.3441	3.014	3097478.0	1.2429475067976
Bathypelagic-Seawater	With_prophage	Seawater	0.4787744064362202	0.9605056554556347	0.3295	2.9373	4805802.0	3.22419610217105
Bathypelagic-Seawater	With_prophage	Seawater	0.5824596973385507	1.007304144556961	0.3398	2.8384	3572903.0	2.9715979081155
Bathypelagic-Seawater	With_prophage	Seawater	0.44893780014071855	0.877698770095154	0.3325	2.9536	3905668.0	1.31792936078649
Bathypelagic-Seawater	With_prophage	Seawater	0.39749494918202194	0.908372740408978	0.3227	3.0783	3615256.0	2.38313604895187
Bathypelagic-Seawater	With_prophage	Seawater	0.48680761080148427	0.9664103207168376	0.3581	2.9536	2420297.0	4.94167893274574
Bathypelagic-Seawater	With_prophage	Seawater	0.6042030952862787	0.9641030771714489	0.3698	2.8927	5277444.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5666334916172615	0.8890716063477229	0.3627	2.8948	3381055.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6079868162647928	0.9951856655995643	0.3357	2.8122	3434535.0	2.16559754838762
Bathypelagic-Seawater	With_prophage	Seawater	0.6357595468136253	0.9604184494009009	0.3514	2.8377	2989322.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6373747649762712	1.0098696650279366	0.356	2.8022	2816205.0	3.07836554985651
Bathypelagic-Seawater	With_prophage	Seawater	0.6708047924702889	0.9506969063316892	0.3816	2.8196	4175884.0	3.21456043823073
Bathypelagic-Seawater	With_prophage	Seawater	0.7200849771639177	0.9991551261800684	0.3544	2.727	4083450.0	2.19549564082954
Bathypelagic-Seawater	With_prophage	Seawater	0.5545611725144195	0.9947682656655332	0.3438	2.8559	3749617.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5645563185109674	0.9466823460014032	0.3401	2.8474	3410859.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5861849465249	0.899873302222384	0.3565	2.8827	3102659.0	3.73378028344635
Bathypelagic-Seawater	With_prophage	Seawater	0.39889863474645293	0.948122508465858	0.3236	3.0724	3732640.0	2.36689802933298
Bathypelagic-Seawater	With_prophage	Seawater	0.5840042659337122	0.9142060686592061	0.3639	2.9003	3690634.0	4.94734129864529
Bathypelagic-Seawater	With_prophage	Seawater	0.6400029677050101	0.9581447604108151	0.3386	2.7496	4717450.0	3.18371279039926
Bathypelagic-Seawater	With_prophage	Seawater	0.5697092814608641	0.9303055846502447	0.3595	2.8994	3834224.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.45084599797365754	0.8829365079365079	0.331	2.95	4737600.0	2.15099760670761
Bathypelagic-Seawater	With_prophage	Seawater	0.6388735982835784	0.9163188566128609	0.3752	2.8516	4474425.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.3595664353766269	0.8752898437859905	0.3146	3.0744	4558490.0	3.57423847897789
Bathypelagic-Seawater	With_prophage	Seawater	0.41654722752887524	0.9930646410293792	0.3443	3.01	3168978.0	0.955065428232568
Bathypelagic-Seawater	With_prophage	Seawater	0.6427096497408077	1.0170318569466565	0.3549	2.8109	2918296.0	3.07336424862755
Bathypelagic-Seawater	With_prophage	Seawater	0.6399951847172299	0.9570907169444687	0.3383	2.7488	4693390.0	3.19027094755122
Bathypelagic-Seawater	With_prophage	Seawater	0.4280198607297899	0.8725490625177807	0.3333	2.9286	3198674.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.449549480943002	0.8738230185807848	0.3336	2.956	4898017.0	1.3608775898266
Bathypelagic-Seawater	With_prophage	Seawater	0.40829172666238744	0.8863753332292443	0.328	2.9821	4323225.0	1.84162522520884
Bathypelagic-Seawater	With_prophage	Seawater	0.5534791297505081	1.0486817477346182	0.3375	2.8652	3709419.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6379403050009561	0.974946976567941	0.3559	2.7989	2280124.0	2.83033150694474
Bathypelagic-Seawater	With_prophage	Seawater	0.4496410511342337	0.8877462301283229	0.327	2.9359	3934683.0	1.57945273872081
Bathypelagic-Seawater	With_prophage	Seawater	0.5292343130294336	1.0289345841265511	0.3618	2.9465	3094463.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5559949233963858	0.9387810122678156	0.3599	2.8998	4146867.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5740916620550599	0.9211784409500618	0.361	2.9107	4374831.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.44126576784463717	0.8729825545637788	0.3336	2.9563	5276165.0	2.12901426940888
Bathypelagic-Seawater	With_prophage	Seawater	0.5860083868070829	0.929655845855099	0.363	2.9109	3416318.0	4.67984783693864
Bathypelagic-Seawater	With_prophage	Seawater	0.5587494243857343	0.9840158703200153	0.3601	2.8947	3997903.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4082864634185472	0.8835380024477785	0.3281	2.9818	4363140.0	1.72098064704675
Bathypelagic-Seawater	With_prophage	Seawater	0.6768852966973967	0.9395687851993245	0.3768	2.8033	2898138.0	4.81251004031698
Bathypelagic-Seawater	With_prophage	Seawater	0.4023659738138518	0.9418056323928449	0.3319	2.9821	3795900.0	3.10224603494249
Bathypelagic-Seawater	With_prophage	Seawater	0.4298972216928691	0.8686628854018171	0.3288	2.9194	2970082.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.64864201540795	1.0232334775690681	0.3803	2.8832	3011043.0	4.69873167706316
Bathypelagic-Seawater	With_prophage	Seawater	0.6693322623744389	1.0095671056358377	0.3612	2.7816	2796248.0	2.7778954795784
Bathypelagic-Seawater	With_prophage	Seawater	0.5691556283953237	0.9446106230743374	0.3609	2.8903	3227785.0	4.14489961664422
Bathypelagic-Seawater	With_prophage	Seawater	0.6438325353853862	1.082562499474727	0.3507	2.8079	2498701.0	3.09524822417288
Bathypelagic-Seawater	With_prophage	Seawater	0.5703036737927781	0.9350566418796412	0.3582	2.9039	4735542.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.592539073124368	0.9233761464832253	0.3452	2.8393	3360494.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.3787289582445066	0.9809735329138717	0.3195	3.046	2760523.0	4.82816216877201
Bathypelagic-Seawater	With_prophage	Seawater	0.5545138978338604	0.9375172059158549	0.3409	2.8504	3959394.0	4.73184994522353
Bathypelagic-Seawater	With_prophage	Seawater	0.6871549099351757	0.9736825742721877	0.3591	2.7655	3071843.0	2.88649484503367
Bathypelagic-Seawater	With_prophage	Seawater	0.44954437490110993	0.927304608311823	0.3286	2.9396	4310342.0	3.13843292739862
Bathypelagic-Seawater	With_prophage	Seawater	0.6400715369108542	0.9568338102153751	0.3402	2.7505	5429365.0	3.14998031978705
Bathypelagic-Seawater	With_prophage	Seawater	0.6785184840478523	0.9349871051478047	0.3441	2.774	3739089.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6054716006387237	0.9682010968128844	0.3351	2.8153	3321624.0	2.62976503298769
Bathypelagic-Seawater	With_prophage	Seawater	0.4460675899404065	0.9103569767353981	0.3306	2.9471	4366419.0	2.08708931662626
Bathypelagic-Seawater	With_prophage	Seawater	0.5891876687135549	0.9188555230716091	0.3661	2.9029	3587071.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6090775732482396	0.9665339275824785	0.3325	2.8108	3033520.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.607237398046118	0.9657047073871639	0.3349	2.8139	3248405.0	2.47412821769664
Bathypelagic-Seawater	With_prophage	Seawater	0.6698769021705121	1.0302897932274595	0.3605	2.7812	2476973.0	3.52155766714692
Bathypelagic-Seawater	With_prophage	Seawater	0.45142897039064395	0.9267495806439037	0.3285	2.9364	3924469.0	3.44807954696165
Bathypelagic-Seawater	With_prophage	Seawater	0.6376926644715407	0.9943230821715647	0.3565	2.7987	2608810.0	2.94670744638426
Bathypelagic-Seawater	With_prophage	Seawater	0.6734531443888568	0.9565914386471115	0.3823	2.8239	3914942.0	3.13724639478616
Bathypelagic-Seawater	With_prophage	Seawater	0.6696536482549359	0.9992020467334507	0.3608	2.7802	2698153.0	2.76359480620581
Bathypelagic-Seawater	With_prophage	Seawater	0.6396988467825495	0.9603911139040693	0.3408	2.7508	5346780.0	3.15197810138039
Bathypelagic-Seawater	With_prophage	Seawater	0.5144136705601369	0.9226983211208957	0.3403	2.905	3473508.0	3.44522622958611
Bathypelagic-Seawater	With_prophage	Seawater	0.6048389309470725	1.0668321090318555	0.3359	2.8158	3097957.0	2.48077539687397
Bathypelagic-Seawater	With_prophage	Seawater	0.6535082643547011	1.0014756976566317	0.3691	2.8035	4242739.0	2.39211515803102
Bathypelagic-Seawater	With_prophage	Seawater	0.680307537442116	1.011228160718635	0.3494	2.7463	5867123.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4478993963369377	0.9816890132457743	0.3291	2.9403	3699746.0	1.85635414979166
Bathypelagic-Seawater	With_prophage	Seawater	0.6413110008767642	1.050949308887301	0.3514	2.8132	3082927.0	3.3326080092895
Bathypelagic-Seawater	With_prophage	Seawater	0.45149092041576844	0.8911723319818959	0.3313	2.946	4405433.0	1.33723209832826
Bathypelagic-Seawater	With_prophage	Seawater	0.3356258608477055	0.9826312607200889	0.3288	3.0993	4783076.0	4.09893816260058
Bathypelagic-Seawater	With_prophage	Seawater	0.552831768092011	0.9437315811804099	0.3425	2.8556	4360350.0	4.83153471005564
Bathypelagic-Seawater	With_prophage	Seawater	0.6392826592004588	0.9788479595624711	0.3568	2.8028	2106558.0	3.23666609984723
Bathypelagic-Seawater	With_prophage	Seawater	0.6035693410788954	0.9974964320319931	0.3366	2.8165	3714299.0	2.49141787816828
Bathypelagic-Seawater	With_prophage	Seawater	0.6697966201334391	1.0022391149254928	0.3608	2.7804	2731883.0	2.77770955518764
Bathypelagic-Seawater	With_prophage	Seawater	0.5906072060119484	0.963683971963435	0.3418	2.8257	4112344.0	1.49540793685959
Bathypelagic-Seawater	With_prophage	Seawater	0.6430492356927883	0.9416144558412022	0.3559	2.7853	4588927.0	3.44950196126851
Bathypelagic-Seawater	With_prophage	Seawater	0.6723545915894882	1.0336534378344135	0.3449	2.8075	4003276.0	3.60046137464831
Bathypelagic-Seawater	With_prophage	Seawater	0.6905774547085844	0.987109477522809	0.3472	2.7488	3459596.0	2.20814205959339
Bathypelagic-Seawater	With_prophage	Seawater	0.5690370486809534	1.006110682094969	0.3588	2.887	2620984.0	4.91715473797738
Bathypelagic-Seawater	With_prophage	Seawater	0.5888867351717365	1.0627698229022629	0.3386	2.82	3162491.0	4.29106223925136
Bathypelagic-Seawater	With_prophage	Seawater	0.4074021957080981	0.8832454440700526	0.3278	2.9838	4441574.0	1.84320182748276
Bathypelagic-Seawater	With_prophage	Seawater	0.5530775501147962	0.8742354961316586	0.3548	2.8879	3317184.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.59147021254228	0.9911217693570329	0.3305	2.8465	3224629.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5835964443580901	0.9997774120764358	0.3427	2.8382	3746834.0	2.95030729826366
Bathypelagic-Seawater	With_prophage	Seawater	0.6142435542763238	1.0339736514990188	0.3384	2.8253	4319259.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.4200498207614461	0.9264407770221721	0.324	3.0773	4578814.0	3.48118629677439
Bathypelagic-Seawater	With_prophage	Seawater	0.5915943357600414	0.9914540510473232	0.3308	2.8455	3065195.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6697567085464677	1.0116084094099504	0.3611	2.7801	2710535.0	2.81338452155236
Bathypelagic-Seawater	With_prophage	Seawater	0.6186920323870833	0.9769581160627917	0.3442	2.8405	4774002.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6533475095716929	0.9700838653148078	0.3502	2.8199	4026456.0	3.68606906840244
Bathypelagic-Seawater	With_prophage	Seawater	0.6070628512619595	0.962918144904461	0.3337	2.8122	3260921.0	2.48462480347229
Bathypelagic-Seawater	With_prophage	Seawater	0.6055177599351186	0.9617538796749544	0.3343	2.8139	3383402.0	2.47724406909854
Bathypelagic-Seawater	With_prophage	Seawater	0.4503081140803336	0.8630717937566735	0.3319	2.9532	4313662.0	1.63558264249775
Bathypelagic-Seawater	With_prophage	Seawater	0.586772601231096	1.0286867452200104	0.3313	2.852	3305185.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.33201974539695944	0.9133434034126786	0.3236	3.1067	4377324.0	2.86131227824213
Bathypelagic-Seawater	With_prophage	Seawater	0.6047341878061394	0.9243063584767062	0.3669	2.894	4553685.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6012070590032851	1.0534178783943229	0.3371	2.8198	3534210.0	2.77790317859008
Bathypelagic-Seawater	With_prophage	Seawater	0.6031249821441382	0.9248013740389843	0.3671	2.8957	4725339.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6505178999311997	1.0623709995017911	0.3467	2.8137	4215100.0	4.31071585351507
Bathypelagic-Seawater	With_prophage	Seawater	0.6699036746556553	0.9986858609703699	0.3604	2.7798	2675516.0	2.82144392668819
Bathypelagic-Seawater	With_prophage	Seawater	0.6433350869405756	0.9552963983923745	0.3539	2.8075	3138293.0	2.51592009494141
Bathypelagic-Seawater	With_prophage	Seawater	0.58935050544693	0.9112692135243533	0.3657	2.9013	3577428.0	3.86713308275689
Bathypelagic-Seawater	With_prophage	Seawater	0.5083646036880144	0.9282975316534795	0.3512	2.9514	4432846.0	2.16428643222627
Bathypelagic-Seawater	With_prophage	Seawater	0.44602384349941904	0.9302247601493876	0.3273	2.9445	3698031.0	2.50630240249189
Bathypelagic-Seawater	With_prophage	Seawater	0.637643823995302	0.9813883139684388	0.356	2.7983	2796039.0	2.89377277380438
Bathypelagic-Seawater	With_prophage	Seawater	0.6573903813266285	1.0390093110040786	0.3677	2.7951	3917193.0	2.30817976921231
Bathypelagic-Seawater	With_prophage	Seawater	0.614709568330164	0.9908980701588251	0.3385	2.825	4688676.0	4.65378314243143
Bathypelagic-Seawater	With_prophage	Seawater	0.436048596347999	0.99552997663948	0.3426	2.9795	3092825.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.43470486020727167	0.8758648765595942	0.3256	2.9443	4686796.0	2.31511682041574
Bathypelagic-Seawater	With_prophage	Seawater	0.6464948523139296	0.9857603375253389	0.3525	2.8035	3202604.0	3.54687069073832
Bathypelagic-Seawater	With_prophage	Seawater	0.582742875260941	0.987964511501221	0.3438	2.8378	3835158.0	2.55796635751968
Bathypelagic-Seawater	With_prophage	Seawater	0.6395399096201313	0.9591349247441097	0.3394	2.7507	5027447.0	3.07052971967799
Bathypelagic-Seawater	With_prophage	Seawater	0.39217223887766656	0.8932698076718815	0.326	2.9812	4180148.0	2.16277760935761
Bathypelagic-Seawater	With_prophage	Seawater	0.6893767560870454	1.0226481560768128	0.3484	2.7548	3342303.0	1.95690439438896
Bathypelagic-Seawater	With_prophage	Seawater	0.3268872545033521	1.189718133130835	0.3243	3.0353	799349.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6125537795142169	0.9679825646279305	0.3437	2.8249	3080634.0	4.03111169612512
Bathypelagic-Seawater	With_prophage	Seawater	0.4211515837472938	1.040442984153517	0.3386	2.9503	2330738.0	1.35491941022453
Bathypelagic-Seawater	With_prophage	Seawater	0.6947629274635717	0.9686265788613235	0.3435	2.74	3174598.0	2.14319558067269
Bathypelagic-Seawater	With_prophage	Seawater	0.6405997373167148	0.9356849494751737	0.3647	2.8306	4627626.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5850008398430258	0.9723637109282119	0.3409	2.8349	3667352.0	2.93649907779742
Bathypelagic-Seawater	With_prophage	Seawater	0.645041285839238	0.9802678564263877	0.3513	2.8048	3115475.0	3.25716506669868
Bathypelagic-Seawater	With_prophage	Seawater	0.3802130912864439	0.8937363024729478	0.316	3.0477	3486487.0	3.34698669065676
Bathypelagic-Seawater	With_prophage	Seawater	0.584410281659336	0.987361181286329	0.3409	2.8334	3022197.0	3.04694294741311
Bathypelagic-Seawater	With_prophage	Seawater	0.6404440394023152	0.9563032183677656	0.3398	2.7488	5338265.0	3.17635925999499
Bathypelagic-Seawater	With_prophage	Seawater	0.6386008271685342	1.0651489358497435	0.3513	2.8293	3054033.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6505606480832736	1.0273606538244067	0.3789	2.8804	2647561.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5459590249482538	0.9196220857898061	0.3386	2.8583	4280019.0	3.87979824066045
Bathypelagic-Seawater	With_prophage	Seawater	0.5745599540812103	0.9648391448020663	0.3658	2.9172	4554127.0	4.85088447643278
Bathypelagic-Seawater	With_prophage	Seawater	0.5474352533227905	0.943322476867562	0.3374	2.8594	4016654.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5081307269865961	0.9048088852232529	0.343	2.8917	4022949.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.6077283669399314	0.9947600101338366	0.3334	2.8117	3114319.0	2.6211221197125
Bathypelagic-Seawater	With_prophage	Seawater	0.3372163780152854	1.0317720093833687	0.3189	3.0791	2709901.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.45112988722781366	0.930294749424013	0.3269	2.9345	3694528.0	2.61949599293414
Bathypelagic-Seawater	With_prophage	Seawater	0.6222692638445696	0.9670366913535111	0.3517	2.8059	2997818.0	4.2136738556887
Bathypelagic-Seawater	With_prophage	Seawater	0.5525570241884991	0.9456058287993375	0.3429	2.8572	4281911.0	4.75813533258128
Bathypelagic-Seawater	With_prophage	Seawater	0.5334961410152105	0.9278179498202165	0.3449	2.9006	3659123.0	2.17555002954222
Bathypelagic-Seawater	With_prophage	Seawater	0.5903251600801543	0.9339302210226281	0.3661	2.9024	3544162.0	4.24965087297332
Bathypelagic-Seawater	With_prophage	Seawater	0.6694082725039538	1.010602577255317	0.3606	2.7801	2742918.0	2.77064243842492
Bathypelagic-Seawater	With_prophage	Seawater	0.45072824458749455	0.8850439731111696	0.3323	2.9509	4604291.0	1.43689409395039
Bathypelagic-Seawater	With_prophage	Seawater	0.5540504084642214	1.0477868027433814	0.3408	2.8515	3417680.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.646632755469337	0.9580450554502742	0.3523	2.8062	2853728.0	2.69571580415603
Bathypelagic-Seawater	With_prophage	Seawater	0.6080765013584741	0.9900823949925324	0.3329	2.8115	3158323.0	2.89086137767975
Bathypelagic-Seawater	With_prophage	Seawater	0.659067229009339	0.9455883588781113	0.3769	2.8305	2927278.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.3976705921136267	0.8828751228363759	0.3223	3.0722	4137618.0	2.25648753085125
Bathypelagic-Seawater	With_prophage	Seawater	0.7241815265307371	0.964804193615402	0.3526	2.7239	3990447.0	2.2920391347997
Bathypelagic-Seawater	With_prophage	Seawater	0.5715951178633922	0.9211537543040003	0.3585	2.8978	4606180.0	NA
Bathypelagic-Seawater	With_prophage	Seawater	0.5770267404609933	1.0025581961290893	0.3437	2.8428	3706518.0	2.18558279366944
Bathypelagic-Seawater	With_prophage	Seawater	0.4108187580413347	0.9965497344297664	0.3277	2.9748	3213086.0	2.51751139235728
Bathypelagic-Seawater	With_prophage	Seawater	0.329162050092455	1.1685027971190107	0.3208	3.029	809583.0	NA
